service_date,day_type,bus,rail_boardings,total_rides
2023-11-17,W,544624,418827,963451
2023-11-18,A,348044,315864,663908
2023-11-19,U,278346,201431,479777
2023-11-20,W,472022,334103,806125
2023-11-21,W,465329,339605,804934
2023-11-22,W,443954,298121,742075
2023-11-23,U,187931,128326,316257
2023-11-24,W,323157,227199,550356
2023-11-25,A,310164,213175,523339
2023-11-26,U,219912,160320,380232
2023-11-27,W,505729,325992,831721
2023-11-28,W,522935,368618,891553
2023-11-29,W,553418,387126,940544
2023-11-30,W,559855,396342,956197
2023-12-01,W,513523,339748,853271
2023-12-02,A,358919,260456,619375
2023-12-03,U,268845,172945,441790
2023-12-04,W,537917,337666,875583
2023-12-05,W,556584,384481,941065
2023-12-06,W,572732,389802,962534
2023-12-07,W,580504,404303,984807
2023-12-08,W,561665,372605,934270
2023-12-09,A,369433,283097,652530
2023-12-10,U,264202,196318,460520
2023-12-11,W,517482,326238,843720
2023-12-12,W,556451,378617,935068
2023-12-13,W,559461,378896,938357
2023-12-14,W,558905,384778,943683
2023-12-15,W,535654,351722,887376
2023-12-16,A,321951,230799,552750
2023-12-17,U,271335,184885,456220
2023-12-18,W,498940,306545,805485
2023-12-19,W,527927,342290,870217
2023-12-20,W,540890,343581,884471
2023-12-21,W,519383,325377,844760
2023-12-22,W,418720,267301,686021
2023-12-23,A,341975,206358,548333
2023-12-24,U,247277,141693,388970
2023-12-25,U,145433,80206,225639
2023-12-26,W,360458,208665,569123
2023-12-27,W,403147,252136,655283
2023-12-28,W,392855,253397,646252
2023-12-29,W,415822,261610,677432
2023-12-30,A,340207,212901,553108
2023-12-31,U,250204,187144,437348
2024-01-01,U,205964,152767,358731
2024-01-02,W,417384,278216,695600
2024-01-03,W,451613,307037,758650
2024-01-04,W,460277,317437,777714
2024-01-05,W,445488,280897,726385
2024-01-06,A,308872,196983,505855
2024-01-07,U,249187,152158,401345
2024-01-08,W,517198,326817,844015
2024-01-09,W,478685,330005,808690
2024-01-10,W,548560,369768,918328
2024-01-11,W,552911,377922,930833
2024-01-12,W,368347,239249,607596
2024-01-13,A,286037,183824,469861
2024-01-14,U,146724,93057,239781
2024-01-15,W,206791,127069,333860
2024-01-16,W,280514,185903,466417
2024-01-17,W,466850,322741,789591
2024-01-18,W,521058,362414,883472
2024-01-19,W,462986,293650,756636
2024-01-20,A,301556,191705,493261
2024-01-21,U,227288,147028,374316
2024-01-22,W,518106,336751,854857
2024-01-23,W,521585,369664,891249
2024-01-24,W,549204,389714,938918
2024-01-25,W,554313,390971,945284
2024-01-26,W,534739,329826,864565
2024-01-27,A,349068,222033,571101
2024-01-28,U,255458,158081,413539
2024-01-29,W,545769,340556,886325
2024-01-30,W,571297,388718,960015
2024-01-31,W,579236,389322,968558
2024-02-01,W,601932,393012,994944
2024-02-02,W,558905,329307,888212
2024-02-03,A,372165,230410,602575
2024-02-04,U,274654,168339,442993
2024-02-05,W,558625,339256,897881
2024-02-06,W,595983,390513,986496
2024-02-07,W,595233,389227,984460
2024-02-08,W,584729,391355,976084
2024-02-09,W,515769,333453,849222
2024-02-10,A,373420,231891,605311
2024-02-11,U,277432,165836,443268
2024-02-12,W,534181,325070,859251
2024-02-13,W,598961,395880,994841
2024-02-14,W,595347,397294,992641
2024-02-15,W,568392,387472,955864
2024-02-16,W,533701,325332,859033
2024-02-17,A,340993,224306,565299
2024-02-18,U,280002,189881,469883
2024-02-19,W,417871,271357,689228
2024-02-20,W,591252,389327,980579
2024-02-21,W,600241,395915,996156
2024-02-22,W,587867,396466,984333
2024-02-23,W,551392,336416,887808
2024-02-24,A,345189,225233,570422
2024-02-25,U,280214,175446,455660
2024-02-26,W,560355,347691,908046
2024-02-27,W,587359,392420,979779
2024-02-28,W,549028,375242,924270
2024-02-29,W,577283,386672,963955
2024-03-01,W,569569,335736,905305
2024-03-02,A,389713,252550,642263
2024-03-03,U,298601,184885,483486
2024-03-04,W,556051,334107,890158
2024-03-05,W,570139,383689,953828
2024-03-06,W,595103,393574,988677
2024-03-07,W,580398,390865,971263
2024-03-08,W,488443,314783,803226
2024-03-09,A,379680,245369,625049
2024-03-10,U,280181,178611,458792
2024-03-11,W,567851,351801,919652
2024-03-12,W,599389,411314,1010703
2024-03-13,W,597287,416180,1013467
2024-03-14,W,539322,393348,932670
2024-03-15,W,566639,386514,953153
2024-03-16,A,399006,499424,898430
2024-03-17,U,281004,206731,487735
2024-03-18,W,535201,346463,881664
2024-03-19,W,583292,396834,980126
2024-03-20,W,584856,392077,976933
2024-03-21,W,564484,383735,948219
2024-03-22,W,491011,318712,809723
2024-03-23,A,373194,249326,622520
2024-03-24,U,279349,206108,485457
2024-03-25,W,474355,319635,793990
2024-03-26,W,514563,359360,873923
2024-03-27,W,515194,364672,879866
2024-03-28,W,513043,374590,887633
2024-03-29,W,480044,313507,793551
2024-03-30,A,375490,244072,619562
2024-03-31,U,251600,158867,410467
2024-04-01,W,478962,333881,812843
2024-04-02,W,570490,393519,964009
2024-04-03,W,572710,395413,968123
2024-04-04,W,575373,401414,976787
2024-04-05,W,576732,375602,952334
2024-04-06,A,397658,286304,683962
2024-04-07,U,256839,185460,442299
2024-04-08,W,560623,352426,913049
2024-04-09,W,593688,400628,994316
2024-04-10,W,604655,405524,1010179
2024-04-11,W,557100,397195,954295
2024-04-12,W,582983,365492,948475
2024-04-13,A,412391,281343,693734
2024-04-14,U,327938,210780,538718
2024-04-15,W,588349,369259,957608
2024-04-16,W,599597,405400,1004997
2024-04-17,W,600084,408474,1008558
2024-04-18,W,606325,417750,1024075
2024-04-19,W,591814,383321,975135
2024-04-20,A,406861,279746,686607
2024-04-21,U,307107,203722,510829
2024-04-22,W,576206,353190,929396
2024-04-23,W,600004,410045,1010049
2024-04-24,W,599179,416815,1015994
2024-04-25,W,615343,428724,1044067
2024-04-26,W,554146,355278,909424
2024-04-27,A,419731,286199,705930
2024-04-28,U,293589,196481,490070
2024-04-29,W,556233,349857,906090
2024-04-30,W,632501,409097,1041598
2024-05-01,W,644438,416920,1061358
2024-05-02,W,600203,409105,1009308
2024-05-03,W,608085,388593,996678
2024-05-04,A,418067,299808,717875
2024-05-05,U,317248,226928,544176
2024-05-06,W,597540,379559,977099
2024-05-07,W,572181,412646,984827
2024-05-08,W,624927,443868,1068795
2024-05-09,W,569230,406557,975787
2024-05-10,W,591810,378284,970094
2024-05-11,A,416481,273276,689757
2024-05-12,U,318883,203067,521950
2024-05-13,W,550608,349237,899845
2024-05-14,W,598482,410254,1008736
2024-05-15,W,615430,419635,1035065
2024-05-16,W,601542,434466,1036008
2024-05-17,W,595193,402254,997447
2024-05-18,A,430341,315833,746174
2024-05-19,U,329129,250996,580125
2024-05-20,W,561715,366053,927768
2024-05-21,W,618559,443937,1062496
2024-05-22,W,621123,450124,1071247
2024-05-23,W,609570,457738,1067308
2024-05-24,W,557209,368883,926092
2024-05-25,A,420064,342285,762349
2024-05-26,U,279820,220267,500087
2024-05-27,U,306648,205186,511834
2024-05-28,W,585174,396139,981313
2024-05-29,W,612055,423439,1035494
2024-05-30,W,604848,424200,1029048
2024-05-31,W,590998,410904,1001902
2024-06-01,A,359226,257545,616771
2024-06-02,U,347275,256837,604112
2024-06-03,W,594326,377947,972273
2024-06-04,W,602909,443126,1046035
2024-06-05,W,602717,450039,1052756
2024-06-06,W,606273,440625,1046898
2024-06-07,W,538174,384835,923009
2024-06-08,A,388074,295372,683446
2024-06-09,U,338317,265680,603997
2024-06-10,W,521105,360674,881779
2024-06-11,W,556731,415884,972615
2024-06-12,W,576142,423834,999976
2024-06-13,W,541343,414773,956116
2024-06-14,W,536639,412548,949187
2024-06-15,A,421892,329557,751449
2024-06-16,U,314305,239123,553428
2024-06-17,W,500089,363300,863389
2024-06-18,W,551782,426829,978611
2024-06-19,W,482860,349203,832063
2024-06-20,W,548449,411020,959469
2024-06-21,W,539303,406032,945335
2024-06-22,A,430009,334791,764800
2024-06-23,U,333514,259057,592571
2024-06-24,W,535003,366575,901578
2024-06-25,W,537591,390929,928520
2024-06-26,W,586929,426272,1013201
2024-06-27,W,573982,434454,1008436
2024-06-28,W,519127,372226,891353
2024-06-29,A,426204,296659,722863
2024-06-30,U,332479,322925,655404
2024-07-01,W,556122,362056,918178
2024-07-02,W,554430,411251,965681
2024-07-03,W,575361,404738,980099
2024-07-04,U,319593,237409,557002
2024-07-05,W,472097,346546,818643
2024-07-06,A,400805,322596,723401
2024-07-07,U,304485,241639,546124
2024-07-08,W,523371,364702,888073
2024-07-09,W,543503,400891,944394
2024-07-10,W,560627,409640,970267
2024-07-11,W,569850,418692,988542
2024-07-12,W,548479,381120,929599
2024-07-13,A,424138,300881,725019
2024-07-14,U,303034,217483,520517
2024-07-15,W,514909,360359,875268
2024-07-16,W,565584,408295,973879
2024-07-17,W,579034,417491,996525
2024-07-18,W,563700,423510,987210
2024-07-19,W,536479,407254,943733
2024-07-20,A,415213,336971,752184
2024-07-21,U,336062,262703,598765
2024-07-22,W,536657,384948,921605
2024-07-23,W,563934,431681,995615
2024-07-24,W,574946,434300,1009246
2024-07-25,W,571492,427841,999333
2024-07-26,W,543502,393133,936635
2024-07-27,A,426551,328573,755124
2024-07-28,U,305854,225835,531689
2024-07-29,W,499487,347579,847066
2024-07-30,W,564465,418450,982915
2024-07-31,W,553120,451191,1004311
2024-08-01,W,554928,506493,1061421
2024-08-02,W,540073,474521,1014594
2024-08-03,A,424966,401995,826961
2024-08-04,U,330850,304125,634975
2024-08-05,W,501014,373023,874037
2024-08-06,W,536195,418245,954440
2024-08-07,W,572289,435129,1007418
2024-08-08,W,555177,415675,970852
2024-08-09,W,534634,407471,942105
2024-08-10,A,429880,355517,785397
2024-08-11,U,335905,277892,613797
2024-08-12,W,511004,367635,878639
2024-08-13,W,561949,432482,994431
2024-08-14,W,566338,414324,980662
2024-08-15,W,519903,391361,911264
2024-08-16,W,526888,392699,919587
2024-08-17,A,388616,312275,700891
2024-08-18,U,319383,253295,572678
2024-08-19,W,498548,335708,834256
2024-08-20,W,521241,361335,882576
2024-08-21,W,528372,364450,892822
2024-08-22,W,529364,377301,906665
2024-08-23,W,519640,368235,887875
2024-08-24,A,404561,296195,700756
2024-08-25,U,325668,239814,565482
2024-08-26,W,596306,376308,972614
2024-08-27,W,583649,409119,992768
2024-08-28,W,637588,442189,1079777
2024-08-29,W,644581,469123,1113704
2024-08-30,W,606824,417283,1024107
2024-08-31,A,428266,353476,781742
2024-09-01,U,344967,290763,635730
2024-09-02,U,325776,239695,565471
2024-09-03,W,654167,437190,1091357
2024-09-04,W,653220,454140,1107360
2024-09-05,W,644748,447217,1091965
2024-09-06,W,616701,434618,1051319
2024-09-07,A,409867,335343,745210
2024-09-08,U,320438,267262,587700
2024-09-09,W,618371,405350,1023721
2024-09-10,W,646216,451939,1098155
2024-09-11,W,655564,452664,1108228
2024-09-12,W,637736,454382,1092118
2024-09-13,W,610703,407861,1018564
2024-09-14,A,412078,324266,736344
2024-09-15,U,308413,257266,565679
2024-09-16,W,607976,412568,1020544
2024-09-17,W,651158,466890,1118048
2024-09-18,W,655614,467380,1122994
2024-09-19,W,652616,478448,1131064
2024-09-20,W,622603,444850,1067453
2024-09-21,A,433756,343362,777118
2024-09-22,U,271129,219586,490715
2024-09-23,W,613582,407176,1020758
2024-09-24,W,582939,434551,1017490
2024-09-25,W,669879,472330,1142209
2024-09-26,W,659106,474890,1133996
2024-09-27,W,564419,418093,982512
2024-09-28,A,384642,312755,697397
2024-09-29,U,312714,246922,559636
2024-09-30,W,619994,406220,1026214
2024-10-01,W,675858,457355,1133213
2024-10-02,W,663546,452173,1115719
2024-10-03,W,670461,454449,1124910
2024-10-04,W,619444,409598,1029042
2024-10-05,A,431370,318359,749729
2024-10-06,U,336190,248486,584676
2024-10-07,W,623133,406230,1029363
2024-10-08,W,652969,459661,1112630
2024-10-09,W,661361,467517,1128878
2024-10-10,W,650278,485221,1135499
2024-10-11,W,624145,456909,1081054
2024-10-12,A,427732,369877,797609
2024-10-13,U,280965,466771,747736
2024-10-14,W,486971,384342,871313
2024-10-15,W,582685,444249,1026934
2024-10-16,W,652964,462121,1115085
2024-10-17,W,650082,466090,1116172
2024-10-18,W,627426,413404,1040830
2024-10-19,A,425987,354109,780096
2024-10-20,U,321239,239392,560631
2024-10-21,W,619582,403752,1023334
2024-10-22,W,642373,451887,1094260
2024-10-23,W,653689,461471,1115160
2024-10-24,W,654696,465121,1119817
2024-10-25,W,611655,408835,1020490
2024-10-26,A,427475,296326,723801
2024-10-27,U,312965,215594,528559
2024-10-28,W,611041,389359,1000400
2024-10-29,W,652674,444706,1097380
2024-10-30,W,657942,451915,1109857
2024-10-31,W,605292,425596,1030888
2024-11-01,W,618998,381782,1000780
2024-11-02,A,410559,281277,691836
2024-11-03,U,267845,227887,495732
2024-11-04,W,553515,383217,936732
2024-11-05,W,519574,379110,898684
2024-11-06,W,631969,427995,1059964
2024-11-07,W,644506,450680,1095186
2024-11-08,W,601808,396291,998099
2024-11-09,A,391070,288855,679925
2024-11-10,U,306889,232420,539309
2024-11-11,W,556273,358572,914845
2024-11-12,W,640199,437888,1078087
2024-11-13,W,633647,434362,1068009
2024-11-14,W,620448,439564,1060012
2024-11-15,W,603141,397040,1000181
2024-11-16,A,399551,316374,715925
2024-11-17,U,308995,233733,542728
2024-11-18,W,565097,383053,948150
2024-11-19,W,639269,439683,1078952
2024-11-20,W,625498,428958,1054456
2024-11-21,W,539977,414493,954470
2024-11-22,W,583958,431451,1015409
2024-11-23,A,384030,340935,724965
2024-11-24,U,301518,222021,523539
2024-11-25,W,512387,344627,857014
2024-11-26,W,518470,356826,875296
2024-11-27,W,477247,308919,786166
2024-11-28,U,190991,132382,323373
2024-11-29,W,344005,224635,568640
2024-11-30,A,308864,217565,526429
2024-12-01,U,251107,175212,426319
2024-12-02,W,554092,349175,903267
2024-12-03,W,607733,405908,1013641
2024-12-04,W,600576,411039,1011615
2024-12-05,W,564481,401576,966057
2024-12-06,W,559457,371522,930979
2024-12-07,A,384908,286352,671260
2024-12-08,U,310160,216292,526452
2024-12-09,W,585535,364276,949811
2024-12-10,W,597740,406353,1004093
2024-12-11,W,580091,398016,978107
2024-12-12,W,481459,350852,832311
2024-12-13,W,521773,360766,882539
2024-12-14,A,347954,262799,610753
2024-12-15,U,277186,198006,475192
2024-12-16,W,551435,342529,893964
2024-12-17,W,582711,391307,974018
2024-12-18,W,577854,382314,960168
2024-12-19,W,552524,373795,926319
2024-12-20,W,509530,326711,836241
2024-12-21,A,346988,234439,581427
2024-12-22,U,271433,188272,459705
2024-12-23,W,425982,267754,693736
2024-12-24,W,341225,181487,522712
2024-12-25,U,146592,86287,232879
2024-12-26,W,366721,225335,592056
2024-12-27,W,394689,245475,640164
2024-12-28,A,348599,222891,571490
2024-12-29,U,231003,158657,389660
2024-12-30,W,447644,285475,733119
2024-12-31,W,386206,281447,667653
2025-01-01,U,225009,190989,415998
2025-01-02,W,422094,279791,701885
2025-01-03,W,431350,283675,715025
2025-01-04,A,313164,211604,524768
2025-01-05,U,239450,153014,392464
2025-01-06,W,480075,318068,798143
2025-01-07,W,539070,371290,910360
2025-01-08,W,544855,373118,917973
2025-01-09,W,550177,368934,919111
2025-01-10,W,494608,312132,806740
2025-01-11,A,341087,226653,567740
2025-01-12,U,247097,163835,410932
2025-01-13,W,520841,342573,863414
2025-01-14,W,535915,381845,917760
2025-01-15,W,548773,379995,928768
2025-01-16,W,580058,395025,975083
2025-01-17,W,566655,350717,917372
2025-01-18,A,352875,235950,588825
2025-01-19,U,220064,146185,366249
2025-01-20,W,255814,164914,420728
2025-01-21,W,294363,209433,503796
2025-01-22,W,502247,348428,850675
2025-01-23,W,560708,380982,941690
2025-01-24,W,517992,316577,834569
2025-01-25,A,353449,229265,582714
2025-01-26,U,263357,167555,430912
2025-01-27,W,557840,346652,904492
2025-01-28,W,600629,398829,999458
2025-01-29,W,600988,399561,1000549
2025-01-30,W,597148,395576,992724
2025-01-31,W,504505,309032,813537
2025-02-01,A,375592,231851,607443
2025-02-02,U,276799,172094,448893
2025-02-03,W,561089,344871,905960
2025-02-04,W,601920,397482,999402
2025-02-05,W,588472,392240,980712
2025-02-06,W,565576,380737,946313
2025-02-07,W,568753,334477,903230
2025-02-08,A,354675,225361,580036
2025-02-09,U,283740,178617,462357
2025-02-10,W,566314,340368,906682
2025-02-11,W,602680,394158,996838
2025-02-12,W,495987,323871,819858
2025-02-13,W,561666,377046,938712
2025-02-14,W,530108,327173,857281
2025-02-15,A,354572,234600,589172
2025-02-16,U,276210,177108,453318
2025-02-17,W,368849,239262,608111
2025-02-18,W,492897,326560,819457
2025-02-19,W,550895,364221,915116
2025-02-20,W,574080,380904,954984
2025-02-21,W,553951,328596,882547
2025-02-22,A,370787,234375,605162
2025-02-23,U,281484,174047,455531
2025-02-24,W,578860,353291,932151
2025-02-25,W,575346,396347,971693
2025-02-26,W,609866,397146,1007012
2025-02-27,W,613402,402457,1015859
2025-02-28,W,590955,352148,943103
2025-03-01,A,380591,240413,621004
2025-03-02,U,291627,180050,471677
2025-03-03,W,578006,345594,923600
2025-03-04,W,580293,390147,970440
2025-03-05,W,603951,397881,1001832
2025-03-06,W,619806,404819,1024625
2025-03-07,W,555241,335864,891105
2025-03-08,A,398766,258254,657020
2025-03-09,U,302103,192874,494977
2025-03-10,W,593786,371554,965340
2025-03-11,W,626067,418826,1044893
2025-03-12,W,633486,421745,1055231
2025-03-13,W,632710,433941,1066651
2025-03-14,W,610031,416441,1026472
2025-03-15,A,419140,569090,988230
2025-03-16,U,273811,212415,486226
2025-03-17,W,592276,388387,980663
2025-03-18,W,631010,433816,1064826
2025-03-19,W,586106,410146,996252
2025-03-20,W,597866,410831,1008697
2025-03-21,W,586769,365803,952572
2025-03-22,A,392188,269950,662138
2025-03-23,U,273302,209303,482605
2025-03-24,W,491872,320551,812423
2025-03-25,W,537207,371997,909204
2025-03-26,W,545509,373308,918817
2025-03-27,W,523815,375538,899353
2025-03-28,W,512649,339773,852422
2025-03-29,A,387569,265050,652619
2025-03-30,U,285253,189181,474434
2025-03-31,W,522245,355008,877253
2025-04-01,W,600564,408193,1008757
2025-04-02,W,524319,376485,900804
2025-04-03,W,660304,438577,1098881
2025-04-04,W,604237,399136,1003373
2025-04-05,A,411217,329910,741127
2025-04-06,U,320063,229137,549200
2025-04-07,W,577558,376220,953778
2025-04-08,W,612600,431129,1043729
2025-04-09,W,613773,423298,1037071
2025-04-10,W,621071,426285,1047356
2025-04-11,W,607742,388639,996381
2025-04-12,A,417636,295686,713322
2025-04-13,U,322033,227473,549506
2025-04-14,W,601239,382752,983991
2025-04-15,W,628715,431442,1060157
2025-04-16,W,647017,439567,1086584
2025-04-17,W,618797,438225,1057022
2025-04-18,W,530317,379633,909950
2025-04-19,A,398189,291288,689477
2025-04-20,U,276828,192934,469762
2025-04-21,W,563978,361549,925527
2025-04-22,W,635896,449995,1085891
2025-04-23,W,620545,448723,1069268
2025-04-24,W,653241,448572,1101813
2025-04-25,W,580882,400327,981209
2025-04-26,A,428587,317347,745934
2025-04-27,U,329874,245932,575806
2025-04-28,W,604201,393731,997932
2025-04-29,W,638090,439903,1077993
2025-04-30,W,632346,435347,1067693
2025-05-01,W,614811,437225,1052036
2025-05-02,W,607226,387749,994975
2025-05-03,A,420608,290233,710841
2025-05-04,U,303496,206686,510182
2025-05-05,W,589882,399546,989428
2025-05-06,W,643704,461004,1104708
2025-05-07,W,637290,458714,1096004
2025-05-08,W,624984,445646,1070630
2025-05-09,W,604932,396963,1001895
2025-05-10,A,420315,296008,716323
2025-05-11,U,314094,218681,532775
2025-05-12,W,573953,389496,963449
2025-05-13,W,620509,449177,1069686
2025-05-14,W,629950,458800,1088750
2025-05-15,W,616122,445308,1061430
2025-05-16,W,592484,436029,1028513
2025-05-17,A,414456,343401,757857
2025-05-18,U,335172,284891,620063
2025-05-19,W,573428,390230,963658
2025-05-20,W,553818,404774,958592
2025-05-21,W,599362,425319,1024681
2025-05-22,W,608486,447897,1056383
2025-05-23,W,586037,396204,982241
2025-05-24,A,410761,342808,753569
2025-05-25,U,331906,272960,604866
2025-05-26,U,320282,242292,562574
2025-05-27,W,593862,422731,1016593
2025-05-28,W,587320,433959,1021279
2025-05-29,W,615721,440293,1056014
2025-05-30,W,591406,415802,1007208
2025-05-31,A,421327,334489,755816
2025-06-01,U,322578,268696,591274
2025-06-02,W,584625,397717,982342
2025-06-03,W,630210,448413,1078623
2025-06-04,W,567567,422523,990090
2025-06-05,W,621275,456561,1077836
2025-06-06,W,585906,427847,1013753
2025-06-07,A,431202,347676,778878
2025-06-08,U,330390,266245,596635
2025-06-09,W,563488,394008,957496
2025-06-10,W,598056,460364,1058420
2025-06-11,W,615905,457654,1073559
2025-06-12,W,597722,483910,1081632
2025-06-13,W,524099,424996,949095
2025-06-14,A,410694,435787,846481
2025-06-15,U,328845,273439,602284
2025-06-16,W,527665,378666,906331
2025-06-17,W,570086,464308,1034394
2025-06-18,W,517630,417493,935123
2025-06-19,W,494295,389226,883521
2025-06-20,W,538237,427618,965855
2025-06-21,A,413637,354634,768271
2025-06-22,U,313881,266745,580626
2025-06-23,W,503644,371307,874951
2025-06-24,W,551167,423488,974655
2025-06-25,W,571409,444413,1015822
2025-06-26,W,561301,471300,1032601
2025-06-27,W,543140,416639,959779
2025-06-28,A,427366,337560,764926
2025-06-29,U,316118,323242,639360
2025-06-30,W,534839,376363,911202
2025-07-01,W,602025,451361,1053386
2025-07-02,W,578603,438612,1017215
2025-07-03,W,553468,425260,978728
2025-07-04,U,316641,277046,593687
2025-07-05,A,371741,332533,704274
2025-07-06,U,294228,264632,558860
2025-07-07,W,539247,392503,931750
2025-07-08,W,564820,436204,1001024
2025-07-09,W,577539,439416,1016955
2025-07-10,W,583325,447221,1030546
2025-07-11,W,526443,400995,927438
2025-07-12,A,422226,330530,752756
2025-07-13,U,334662,261931,596593
2025-07-14,W,544793,384117,928910
2025-07-15,W,579537,439047,1018584
2025-07-16,W,562232,432866,995098
2025-07-17,W,573201,460177,1033378
2025-07-18,W,559448,460345,1019793
2025-07-19,A,394966,354215,749181
2025-07-20,U,328751,293401,622152
2025-07-21,W,518203,421916,940119
2025-07-22,W,581470,479560,1061030
2025-07-23,W,569940,467479,1037419
2025-07-24,W,527958,425053,953011
2025-07-25,W,509522,409303,918825
2025-07-26,A,397737,363680,761417
2025-07-27,U,326681,279111,605792
2025-07-28,W,506057,379574,885631
2025-07-29,W,557055,446674,1003729
2025-07-30,W,537534,466281,1003815
2025-07-31,W,567414,542673,1110087
2025-08-01,W,579918,531060,1110978
2025-08-02,A,440679,454540,895219
2025-08-03,U,347538,369850,717388
2025-08-04,W,549549,435744,985293
2025-08-05,W,585862,472919,1058781
2025-08-06,W,585476,470977,1056453
2025-08-07,W,580914,454251,1035165
2025-08-08,W,548414,417744,966158
2025-08-09,A,425825,341354,767179
2025-08-10,U,338295,274110,612405
2025-08-11,W,532546,388290,920836
2025-08-12,W,526488,417628,944116
2025-08-13,W,592948,445008,1037956
2025-08-14,W,584878,442877,1027755
2025-08-15,W,559089,451082,1010171
2025-08-16,A,413454,376304,789758
2025-08-17,U,344058,310718,654776
2025-08-18,W,524954,401101,926055
2025-08-19,W,610398,471272,1081670
2025-08-20,W,630143,472073,1102216
2025-08-21,W,628924,481244,1110168
2025-08-22,W,596734,415337,1012071
2025-08-23,A,427579,332193,759772
2025-08-24,U,335939,264740,600679
2025-08-25,W,609351,406937,1016288
2025-08-26,W,645971,465834,1111805
2025-08-27,W,653421,473422,1126843
2025-08-28,W,642222,520735,1162957
2025-08-29,W,630115,476265,1106380
2025-08-30,A,432214,391010,823224
2025-08-31,U,360093,343458,703551
2025-09-01,U,344866,293766,638632
2025-09-02,W,650054,470795,1120849
2025-09-03,W,658938,472114,1131052
2025-09-04,W,665448,474384,1139832
2025-09-05,W,629854,458538,1088392
2025-09-06,A,419986,375070,795056
2025-09-07,U,333061,293278,626339
2025-09-08,W,617419,429504,1046923
2025-09-09,W,651576,473953,1125529
2025-09-10,W,657858,484323,1142181
2025-09-11,W,648548,489005,1137553
2025-09-12,W,620797,451758,1072555
2025-09-13,A,387975,325790,713765
2025-09-14,U,331118,270547,601665
2025-09-15,W,616320,435277,1051597
2025-09-16,W,651990,484965,1136955
2025-09-17,W,662489,489466,1151955
2025-09-18,W,658272,500862,1159134
2025-09-19,W,622912,473083,1095995
2025-09-20,A,414969,354575,769544
2025-09-21,U,331250,284243,615493
2025-09-22,W,613704,432361,1046065
2025-09-23,W,634442,487614,1122056
2025-09-24,W,660516,501545,1162061
2025-09-25,W,654827,519555,1174382
2025-09-26,W,580438,452496,1032934
2025-09-27,A,426711,359880,786591
2025-09-28,U,328502,273175,601677
2025-09-29,W,600769,423348,1024117
2025-09-30,W,645289,497543,1142832
2025-10-01,W,673048,503729,1176777
2025-10-02,W,647059,493521,1140580
2025-10-03,W,628219,428582,1056801
2025-10-04,A,426695,330780,757475
2025-10-05,U,330030,256462,586492
2025-10-06,W,599924,413206,1013130
2025-10-07,W,620211,459544,1079755
2025-10-08,W,659843,508974,1168817
2025-10-09,W,656173,529239,1185412
2025-10-10,W,619786,477092,1096878
2025-10-11,A,422782,403058,825840
2025-10-12,U,283480,542446,825926
2025-10-13,W,487268,405396,892664
2025-10-14,W,650249,487076,1137325
2025-10-15,W,628961,476877,1105838
2025-10-16,W,649973,492753,1142726
2025-10-17,W,604836,439123,1043959
2025-10-18,A,381265,446627,827892
2025-10-19,U,307844,247440,555284
2025-10-20,W,601831,422565,1024396
2025-10-21,W,615975,466037,1082012
2025-10-22,W,618604,463852,1082456
2025-10-23,W,623695,474742,1098437
2025-10-24,W,586550,415854,1002404
2025-10-25,A,399015,284862,683877
2025-10-26,U,322688,217607,540295
2025-10-27,W,550654,396777,947431
2025-10-28,W,638531,464085,1102616
2025-10-29,W,645197,467094,1112291
2025-10-30,W,645207,476146,1121353
2025-10-31,W,601396,432500,1033896
2025-11-01,A,390311,320419,710730
2025-11-02,U,307391,255086,562477
2025-11-03,W,611374,409741,1021115
2025-11-04,W,633899,454710,1088609
2025-11-05,W,634148,456081,1090229
2025-11-06,W,625599,460723,1086322
2025-11-07,W,600327,420110,1020437
2025-11-08,A,377571,298153,675724
2025-11-09,U,275389,215220,490609
2025-11-10,W,504454,368436,872890
2025-11-11,W,490521,387713,878234
2025-11-12,W,627176,463700,1090876
2025-11-13,W,627045,466346,1093391
2025-11-14,W,593553,416539,1010092
2025-11-15,A,410263,347052,757315
2025-11-16,U,305961,228440,534401
2025-11-17,W,585326,406383,991709
2025-11-18,W,602876,454166,1057042
2025-11-19,W,634281,458463,1092744
2025-11-20,W,628172,457368,1085540
2025-11-21,W,592327,457006,1049333
2025-11-22,A,380023,356463,736486
2025-11-23,U,311954,241793,553747
2025-11-24,W,522561,373147,895708
2025-11-25,W,527126,378692,905818
2025-11-26,W,438551,301379,739930
2025-11-27,U,181164,128476,309640
2025-11-28,W,347522,242928,590450
2025-11-29,A,249450,206685,456135
2025-11-30,U,247697,185249,432946
